"Compound_name","Outcome","SMR","LabuteASA","NumLipinskiHBA","NumHBD","NumAmideBonds","NumAtoms","NumAromaticRings","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","kappa2","kappa3","slogp_VSA12","smr_VSA1","smr_VSA2","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA13","MQN2","MQN8","MQN10","MQN11","MQN13","MQN14","MQN17","MQN23","MQN26","MQN27","MQN28","MQN30","MQN36","MQN42"
"ticagrelor","0.0",127.75310000000003,209.63766750651945,10,4,0,64,3,1,2,2,7.612188564093109,5.306764580043278,11.966423786862038,9.093131620207599,6.559043052815097,4.613211335680031,10.499813703242511,4.896189164370981,11.761884949391115,28.83727523367181,0,0,5.098681808301038,29.965374313198215,0,2,1,4,0,16,0,8,4,6,7,0,9,2,1
"NATEGLINIDE","0.0",89.99850000000006,137.8369595890153,4,2,1,50,1,1,1,1,4.9826747718582185,3.3874990753840386,8.541392809146414,6.944855122724159,4.9826747718582185,3.3874990753840386,8.13614842854027,5.084700446393608,0,14.69560176298435,0,0,0,44.179309741689295,0,0,1,3,0,10,2,3,2,5,2,4,9,2,0
"Flumazenil","1.0",75.27600000000002,125.67305724969157,6,0,1,36,2,1,0,0,3.5174087204687483,2.4941094474861925,6.8129901822986625,4.953028640087491,3.5174087204687483,2.4941094474861925,5.249745516586953,2.1441705657067955,0,18.716352369618512,0,0,0,0,5.907179729351506,1,0,3,0,6,2,5,0,5,2,1,6,1,2
"ALLOPURINOL","0.0",34.5094,55.1111476835345,5,2,0,14,2,0,0,0,1.2538409409154492,0.7845980464440286,2.7491688320134684,1.855211364843819,1.2538409409154492,0.7845980464440286,1.6629234524260401,0.5397705083562873,0,0,0,10.082660329248245,0,0,5.559266895052007,0,0,1,0,0,1,5,2,1,0,0,6,1,1
"ALFACALCIDOL","0.0",122.57860000000008,178.72991094939297,2,2,0,73,0,0,3,3,8.429924460055803,6.728496742391889,12.169117656918882,10.966008394793423,8.429924460055803,6.728496742391889,9.518233445545121,5.074465861734407,0,10.213054789681411,0,0,0,71.26149409487604,0,0,0,2,0,12,3,0,2,7,5,2,7,2,1
"OXAPROZIN","0.0",83.33180000000004,127.610150972078,4,1,0,37,3,2,0,0,3.307389361110979,2.2620802080024887,7.061666815178198,4.911124308488451,3.307389361110979,2.2620802080024887,6.263008090810288,3.061456206666088,0,14.318215515965875,0,0,0,60.6636706846161,0,0,0,2,1,6,1,8,1,2,2,1,12,2,0
"FLUTOPRAZEPAM","1.0",93.43500000000003,144.31690970519395,3,0,1,40,2,2,1,1,4.67977203511903,3.199268013469428,8.029046946411846,6.253871411920914,4.444674932331292,3.027164989516561,6.021408317580342,2.821773842357382,11.600939890232516,9.184952231746642,0,0,0,23.733674027155736,0,1,0,1,0,5,1,7,0,3,1,0,11,2,1
"Carisoprodol","1.0",68.17010000000005,108.19350182591428,6,2,2,42,0,0,0,0,2.374693894921722,1.5520648877387644,6.143664610652598,5.04354161894022,2.374693894921722,1.5520648877387644,7.787157326668746,7.755008454270715,0,19.06280027574374,0,0,0,20.268296022307258,0,0,2,4,0,15,2,0,2,7,7,3,0,0,0
"CARVEDILOL","0.0",118.66520000000003,174.93537112075,6,3,0,56,4,3,0,0,4.90863157687766,3.4733748085713096,10.028490721446264,7.017565905989404,4.90863157687766,3.4733748085713096,9.518994463287138,4.503684746753271,0,19.31711625624085,0,0,0,36.39820241076966,0,0,1,4,0,12,0,10,3,2,8,1,12,3,2
"NORFLOXACIN","0.0",85.88200000000003,131.68395997504226,6,2,0,41,2,1,0,0,4.177541915123679,2.9614334514216742,7.58252234336325,5.520883450058763,4.177541915123679,2.9614334514216742,6.000303361348934,2.676299452920537,0,14.291479626587346,0,0,0,0,0,1,0,3,0,6,2,5,2,5,1,1,8,3,1
"ALENDRONATE","0.0",47.32640000000002,80.07101766170786,8,6,0,27,0,0,0,0,5.525772260211163,3.0565890109042138,3.5977704459771855,2.754628430619474,1.6493233870872481,0.8002163310468103,4.384126812949213,2.8532017974347172,15.19152465357577,33.810270375713266,0,0,0,0,5.083227620067512,0,1,7,0,11,2,0,6,8,3,0,0,0,0
"PREDNISOLONE","0.0",95.04840000000003,153.34130809395185,5,3,0,54,0,0,3,4,8.252706604226965,6.919333408949084,9.660624318644738,9.191954693584508,8.252706604226965,6.919333408949084,5.599719839148237,2.0792514525694963,0,24.90865655266576,0,0,0,25.496599036284394,0,0,0,5,0,7,2,2,3,7,1,1,8,3,3
"IOPANOIC ACID","0.0",94.12620000000003,141.3372746038634,3,2,0,29,1,1,0,0,5.680194537831274,5.299738000128662,5.026534943582551,3.693957119068863,2.593022337011723,1.488143829457373,6.732833152520825,3.8188926191038757,67.77261188120417,9.901064578912528,0,0,0,6.923737199690624,0,0,1,2,0,10,1,3,2,7,2,2,1,1,0
"BROMHEXINE","0.0",84.59440000000004,126.1799284596394,2,1,0,38,1,1,1,1,4.911697248791412,4.002185662022306,6.513030368768249,5.1673595364278135,3.797772152610386,2.688476288806257,6.39661329834759,3.4875439429518957,31.859887795898697,0,0,0,0,35.192408766727375,0,0,2,0,0,7,0,3,1,4,1,1,7,2,0
"misoprostol","0.0",106.23460000000006,163.7326581784313,5,2,0,65,0,0,1,1,5.591315057836968,3.820151671804492,10.470500096536174,8.183420515205269,5.591315057836968,3.820151671804492,12.296236126186061,9.022726127488035,0,24.538992111625102,0,0,0,51.17988552798843,0,0,0,5,0,19,3,0,2,7,13,1,1,0,0
"LINCOMYCIN","0.0",103.24090000000005,164.81641288302478,8,5,1,61,0,0,0,0,6.5104164866685945,4.811549881223893,9.618715508556194,7.7973194568213176,5.655838794697985,4.132293066921219,9.865354994496276,5.144545091390018,11.761884949391115,29.957509717234693,0,0,11.761884949391115,13.344558822616634,0,0,1,5,1,16,1,0,5,9,4,3,3,1,0
"limaprost","0.0",106.30740000000006,162.72374366893615,5,3,0,63,0,0,1,1,5.378967293296358,3.8206150547910656,10.313103320650416,7.882041944896997,5.378967293296358,3.8206150547910656,12.842582911524145,9.337815651561192,0,24.90865655266576,0,0,0,57.75882121158692,0,0,0,5,0,18,4,0,3,7,12,3,1,0,0
"CEFIXIME","0.0",106.53270000000005,176.61495218218536,12,4,2,45,1,0,0,0,6.032926926533474,4.650088959049169,8.217460253930195,5.922115120645616,4.056860072540184,2.7621597229858104,8.542986842288613,3.993559368793998,23.098670827325854,34.22879210970533,0,0,23.098670827325854,17.81066851718292,11.814359458703011,0,3,7,0,12,6,3,4,8,5,4,5,1,1
"Propofol","1.0",56.28480000000005,80.41528955807262,1,1,0,31,1,1,0,0,2.3424578063246844,1.511758481460236,4.854375079554401,4.09447490009465,2.3424578063246844,1.511758481460236,3.8194244691736134,2.029220523972004,0,5.106527394840706,0,0,0,45.89405000414732,0,0,0,1,0,7,0,3,1,5,0,2,3,1,0
"ezetimibe","0.0",108.81760000000004,172.57030714496702,4,2,1,51,3,3,0,0,5.559223598032566,3.961376033059677,9.749263724168673,7.472218610708535,5.559223598032566,3.961376033059677,8.24084081632653,3.910448871693423,0,23.78842206910287,0,0,0,24.26546827384644,0,2,0,3,0,10,1,9,2,5,2,1,12,3,0
"cabozantinib","0.0",136.68939999999992,211.92460735030423,8,2,2,61,4,3,1,1,6.268239282575883,3.9866689607193093,11.588579573906854,8.6571161551606,6.268239282575883,3.9866689607193093,9.76991706006254,4.881733843781697,0,28.19007827721861,0,0,0,0,0,1,2,5,0,13,2,11,2,5,5,2,15,4,1
"AMINEPTINE","1.0",100.85850000000005,149.63770535184568,3,2,0,52,2,2,0,1,5.06175388607442,3.744934927594532,9.362670447518699,6.842716396481676,5.06175388607442,3.744934927594532,8.816460640135487,4.6982654461883975,0,9.901064578912528,0,0,0,61.3725797935449,0,0,1,2,0,9,1,6,2,2,7,1,10,2,2
"PHENMETRAZINE","1.0",52.599700000000034,78.9136899510657,2,1,0,28,1,1,0,0,2.4480139136007,1.751482262001656,4.776648259819147,3.4448742546006814,2.4480139136007,1.751482262001656,3.898876382158598,1.8985513554623654,0,4.736862953800049,0,0,0,30.33183534230805,0,0,0,0,1,2,0,3,1,1,0,0,9,2,0
"tolterodine","0.0",102.72380000000007,146.69198589192644,2,1,0,55,2,2,0,0,4.7629448514267985,3.5309707003959026,8.999949453908679,7.239537108961505,4.7629448514267985,3.5309707003959026,8.343088615408353,4.607885943417241,0,5.106527394840706,0,0,0,48.02802097092827,0,0,1,1,0,13,0,6,1,6,2,4,8,2,0
"MIZORIBINE","0.0",56.08080000000002,101.4614631752026,9,4,2,31,0,0,0,0,2.8893477843486624,1.8964571195974447,5.242954407752982,4.043811223340403,2.8893477843486624,1.8964571195974447,4.61118796030603,1.8638406170398978,0,29.64551950646581,0,0,0,0,11.814359458703011,0,1,5,1,7,2,1,4,6,1,1,3,0,0
"MEBENDAZOLE","0.0",81.99590000000002,125.68024821564933,6,2,1,35,3,2,0,0,3.1859048124278964,2.113959765076192,6.616551795895161,4.6290696169715435,3.1859048124278964,2.113959765076192,5.687866047153692,2.6656417808941635,0,14.325937321943691,0,0,0,30.33183534230805,0,0,1,3,0,6,2,8,2,3,2,2,10,2,1
"SULTAMICILLIN","0.0",140.48189999999994,234.53460826632747,13,2,3,70,1,1,0,0,12.376033149566481,9.437348376697846,12.59776761189525,11.189897743876903,8.004472040464837,5.69404268744525,9.447352562664303,4.081124834652247,11.761884949391115,41.86420881228814,0,0,11.761884949391115,30.33183534230805,0,0,2,9,0,15,7,3,2,12,4,4,7,1,2
"EPROSARTAN","0.0",116.97810000000004,178.69606450685404,6,2,0,54,3,1,0,0,5.682583058095769,3.8921506688949994,9.804590094256687,7.021935367776357,4.806195693404154,3.164253073055498,10.024372072922873,5.448126278709237,11.336785877934737,19.802129157825057,0,0,11.336785877934737,31.54366002800146,0,0,0,4,0,13,3,8,2,5,6,3,10,1,0
"CODEINE","1.0",82.46380000000003,129.87893872736822,4,1,0,43,1,1,0,2,6.354309691044518,5.388740830926848,8.102093592364021,7.113244797870748,6.354309691044518,5.388740830926848,4.059867674858224,1.2776232367596778,0,14.580253302440804,0,0,0,18.218407282129373,0,0,0,2,1,4,0,4,1,3,1,0,8,4,6
"FORMESTANE","0.0",83.28880000000005,131.71255939295088,3,1,0,48,0,0,3,4,7.8029127730962715,6.457566375191377,8.868383848428092,8.501312883684966,7.8029127730962715,6.457566375191377,4.455639657186201,1.628499881717292,0,14.69560176298435,0,0,0,13.847474399381248,0,0,0,3,0,3,2,1,1,5,0,0,8,3,3
"ANAGRELIDE","0.0",62.10970000000001,101.85258216350361,4,1,1,23,1,1,0,0,3.47532811065142,2.2601380317458664,4.753154927234278,3.6986958637635396,2.6319038646885713,1.8635153887097222,3.365956535047444,1.3746638925849157,23.20187978046503,4.794537184071822,0,0,0,23.20187978046503,0,0,0,1,0,2,1,4,1,3,0,0,6,2,2
"THIAMPHENICOL","0.0",79.02210000000002,132.15283842947042,6,3,1,36,1,1,0,0,4.2783116129506205,2.371108004855063,5.839666583124599,4.384390526402922,2.753449334212987,1.6146493344992354,7.417155841041921,5.119865598261104,23.20187978046503,23.42538895808217,0,0,0,35.33461391738825,5.907179729351506,0,1,5,0,12,3,3,3,8,2,4,4,1,0
"TOLAZAMIDE","0.0",80.07320000000004,125.0971009312539,6,2,2,42,1,1,0,0,4.770959806242743,3.1492544641602023,7.123135303858702,5.260740655641174,3.424067694179637,2.2472996202535884,6.906843880182502,4.714281359548848,0,13.212334168400758,0,0,0,30.537828874472236,10.023291153407584,0,2,3,0,6,3,3,2,4,2,1,10,1,0
"ambrisentan","0.0",104.23080000000003,163.3573864911512,6,1,0,50,3,2,0,0,4.505811663660943,3.342630812272364,8.850424718730238,6.441235294024046,4.505811663660943,3.342630812272364,8.186212278876171,3.7251433207138995,0,19.374790486512627,0,0,0,60.6636706846161,0,0,0,4,0,11,1,9,1,5,2,2,13,3,0
"FOLIC acid","0.0",111.89460000000005,179.2775195506544,13,6,1,51,3,1,0,0,4.364449357473615,2.7618454997577357,9.334919260593594,6.713352307446028,4.364449357473615,2.7618454997577357,9.507051807641774,5.530374336264687,0,24.596666341896878,0,4.9839785209472085,0,0,5.907179729351506,0,3,6,0,13,4,8,6,7,5,4,9,3,1
"AMODIAQUINE","0.0",104.76750000000004,152.62171624311483,4,2,0,47,3,2,0,0,4.586750226175547,3.0301160708133743,8.458921184121932,5.9498647768654385,4.351653123387808,2.863772515772078,7.722207642285875,4.032364531312095,11.600939890232516,5.106527394840706,0,0,0,25.448414289613762,0,0,2,1,0,10,0,8,2,4,4,1,9,3,1
"DIPHENYLPYRALINE","1.0",86.33100000000006,126.9106398725183,2,0,0,44,2,2,0,0,4.198767498474104,2.918678033731247,7.7662877034879365,5.840124458628178,4.198767498474104,2.918678033731247,6.879544203978269,3.71699114465902,0,4.736862953800049,0,0,0,60.6636706846161,0,0,0,1,0,5,0,6,0,1,1,1,14,3,0
"OXILOFRINE","0.0",51.58830000000004,78.02950126508345,3,3,0,28,1,1,0,0,2.163558021597599,1.118043319827555,4.291206764255644,3.1137198023103534,2.163558021597599,1.118043319827555,4.254156442997501,2.437431448613918,0,10.213054789681411,0,0,0,12.13273413692322,0,0,1,2,0,7,0,3,3,4,1,2,4,1,0
"HEXOPRENALINE","0.0",113.67020000000002,176.00304534991923,8,8,0,62,2,2,0,0,4.900967777850567,3.062278230139646,10.194953126409857,7.35036085016348,4.900967777850567,3.062278230139646,12.23820330786167,7.717785311319291,0,30.63916436904423,0,0,0,24.974377382775238,0,0,2,6,0,19,0,6,8,6,10,2,6,2,0
"amifampridine","0.0",33.061800000000005,47.33083249446891,3,2,0,15,1,0,0,0,0.8871145283007609,0.4174288365296978,2.2544316512069074,1.5045921110631788,0.8871145283007609,0.4174288365296978,1.6944897959183673,0.7026627218934911,0,0,0,0,0,0,0,0,2,0,0,2,0,3,2,2,0,0,4,1,0
"trospium","0.0",111.03520000000006,172.25435759067454,4,1,0,59,2,2,0,0,7.708578293806087,6.304262683443868,11.037267607966452,9.083474999672212,7.708578293806087,6.304262683443868,7.261553304625357,3.008073244264642,0,19.1209583904072,0,0,0,60.6636706846161,0,0,0,3,0,6,1,6,1,2,1,1,18,3,2
"BROMOCRIPTINE","1.0",164.15819999999962,259.45133609962835,10,3,3,83,2,1,0,1,10.930392083116981,8.720947495939285,15.471892946868898,13.684115825159033,10.253525721401703,8.14724360981252,9.88713201406148,4.035007458661247,15.929943897949348,24.22700190085622,0,0,0,45.903703042519595,11.81822566490867,0,1,4,1,13,3,6,3,10,2,3,11,4,6
"ketorolac","0.0",69.30030000000004,109.84378660390799,4,1,0,32,2,1,0,0,3.5795477274142056,2.628900898823427,6.2022622144300446,4.669725472796262,3.5795477274142056,2.628900898823427,4.387759596716938,1.8518175588367969,0,14.69560176298435,0,0,0,30.33183534230805,0,0,0,3,0,4,2,5,1,3,0,2,9,1,1
"LEVALLORPHAN","1.0",85.62180000000005,127.02262153628033,2,1,0,46,1,1,1,2,6.298917309074689,5.465040911141657,8.41795689280682,7.154947313457799,6.298917309074689,5.465040911141657,4.876113954426724,1.8829014393906245,0,5.106527394840706,0,0,6.578935683598497,24.984030421147512,0,0,0,1,0,3,1,3,1,2,2,0,10,4,3
"RENOLOL","0.0",74.98350000000003,109.48392028219314,3,2,0,41,1,1,0,0,2.5298071648970755,1.58541684484064,6.361824054779596,4.628298539629045,2.5298071648970755,1.58541684484064,7.9012736027296295,5.340871756109851,0,9.843390348640755,0,0,6.578935683598497,38.122595711599956,0,0,1,2,0,11,1,3,2,4,6,2,4,1,0
"mirabegron","0.0",113.2776,167.99062638583123,6,4,1,52,3,2,0,0,4.9840690151886955,3.3555852941984283,9.123454490890047,6.479562779634083,4.261362851240894,2.7928043850036293,9.982851660602826,6.158670939768124,11.336785877934737,9.901064578912528,0,0,11.336785877934737,42.46456947923127,0,0,3,2,0,12,1,8,4,3,6,2,12,2,0
"tiagabine","1.0",106.60780000000005,157.16868457587296,3,1,0,50,2,0,0,0,6.961486641685599,5.4511868228233755,8.802179128724825,6.749947022195197,4.861974110455926,3.437493154889212,8.299732951035029,4.403395219555609,22.673571755869474,9.901064578912528,0,0,22.673571755869474,6.076020106833881,0,0,0,2,0,9,2,5,1,4,3,2,10,1,0
"CLOMETHIAZOLE","1.0",41.27500000000002,63.68950694092647,1,0,0,17,1,0,0,0,2.350263695253698,1.7342198406871554,2.7924467256302856,1.7999285987498754,1.1664097678253775,0.6519517691788448,3.180475787948315,1.6628135992868716,22.937725768167255,0,0,0,22.937725768167255,0,0,0,0,0,0,4,0,2,0,2,2,0,3,0,0
"retigabine","1.0",85.22580000000002,127.82848357985311,5,3,1,40,2,2,0,0,2.9736235207399324,1.87004047481538,6.898195435289702,4.627519389499126,2.9736235207399324,1.87004047481538,7.3060922328526985,4.374407575934832,0,13.921815185546691,0,0,0,12.13273413692322,0,1,3,2,0,10,1,6,3,4,5,1,7,2,0
"LOVASTATIN","0.0",110.83780000000006,174.0805885452927,5,1,0,65,0,0,0,2,6.9349729439666685,5.069895962734941,11.259497832904778,9.355026879999357,6.9349729439666685,5.069895962734941,9.460979947044212,5.302293787293074,0,24.169327670584444,0,0,0,45.92300911926414,0,0,0,4,1,12,2,2,1,7,4,2,7,3,1
"LACTULOSE","0.0",69.83240000000004,130.49026570928862,11,8,0,45,0,0,0,0,3.502910231498148,2.090854889243729,6.845336039716127,5.1171609184386355,3.502910231498148,2.090854889243729,8.937565236662351,4.637265712935827,0,55.12048225039756,0,0,0,0,0,0,0,10,1,16,1,0,8,9,4,4,1,1,0
"BACAMPICILLIN","0.0",115.05410000000002,189.6532931932727,10,2,2,59,1,1,0,0,6.78122104106894,5.341502529300755,10.212637782015793,7.939902113522006,5.209690446221463,3.720698044928432,9.371134449945151,4.678331618030376,11.761884949391115,33.38873759768743,0,0,11.761884949391115,30.33183534230805,0,0,2,7,0,16,4,3,2,9,5,5,6,1,1
"FRAMYCETIN","0.0",138.356,241.02490475492763,19,13,0,88,0,0,1,1,8.371260831454883,5.742694137315872,13.884919595826377,11.246515865039788,8.371260831454883,5.742694137315872,14.121320888468812,6.6002477270430955,0,64.16686948668523,0,0,0,0,0,0,6,10,3,22,0,0,13,13,6,0,4,3,0
"BREQUINAR","0.0",104.22730000000006,159.4636149311922,3,1,0,43,4,3,0,0,4.747462113450505,3.3903409921071135,8.639660357439226,6.484230311452872,4.747462113450505,3.3903409921071135,6.850325561856756,3.0078063426534065,0,18.681894674262168,0,0,0,42.46456947923127,0,2,0,2,0,7,1,11,1,5,0,1,12,4,1
"LEVOCARNITINE","0.0",41.159000000000006,66.64869847544368,4,2,0,27,0,0,0,0,1.1687167469373145,0.8983649475429016,3.513848356766783,3.7245844651056514,1.1687167469373145,0.8983649475429016,3.6866198733798097,7.285016628286414,0,19.49062283144786,0,0,0,0,0,0,1,3,0,9,1,0,2,6,2,2,0,0,0
"trazodone","1.0",104.17400000000004,156.75759805224564,6,0,0,48,3,1,0,0,5.1134172733248695,3.6448810575429094,8.97674819597536,6.596668885863498,4.8783201705371315,3.4603526783152807,7.514521390199096,3.613565663833185,11.600939890232516,0,0,0,5.098681808301038,23.733674027155736,0,0,0,1,0,6,1,8,0,2,3,0,13,3,1
"DOSULEPIN","1.0",92.69500000000005,131.23060163619243,1,0,0,42,2,2,0,0,4.915057742563291,3.782554206057051,7.4086315908747,5.651731947012882,3.792715741036061,2.711530245116351,6.50379711452785,3.2240662322812885,11.761884949391115,0,0,0,11.761884949391115,48.54058958606515,0,0,1,0,0,5,1,6,0,2,3,1,10,2,2
"Nortriptyline","1.0",85.91470000000005,120.89752012423182,1,1,0,41,2,2,0,1,4.0215459522531685,2.9973099616446386,7.4122841352177495,5.324321915442575,4.0215459522531685,2.9973099616446386,6.06175238086963,2.5432784027273465,0,0,0,0,0,54.60695665452676,0,0,1,0,0,4,1,6,1,1,4,0,10,2,2
"TICLOPIDINE","0.0",73.58900000000004,110.64589779711476,1,0,0,31,2,1,0,0,4.630239604504097,3.394561822777054,5.837510849080168,4.421079811691884,3.2385157141927174,2.3093887393949624,4.807937906226536,2.3914768858210183,22.937725768167255,0,0,0,11.336785877934737,29.800041095617345,0,0,0,0,0,3,0,5,0,1,1,0,10,2,1
"ponatinib","0.0",142.31719999999984,223.80691678666514,7,1,1,66,4,2,0,0,6.765780781404441,4.449942039297784,12.510279522948915,9.620033392158488,6.765780781404441,4.449942039297784,10.88450569317896,6.1089665131974025,0,17.96578232709628,0,18.269926951325495,0,18.053168455778863,5.907179729351506,3,1,1,0,13,1,11,1,6,4,1,16,4,1
"Vigabatrin","1.0",35.042199999999994,54.17000511688082,3,2,0,20,0,0,0,0,0.994285802276316,0.40799308440009385,2.7644475811695775,1.8319705487345888,0.994285802276316,0.40799308440009385,4.0892660852838025,5.034193606854939,0,9.901064578912528,0,0,6.578935683598497,6.076020106833881,0,0,1,2,0,6,2,0,2,4,3,2,0,0,0
"fentanyl","1.0",103.82700000000007,150.81327675644837,3,0,1,53,2,2,0,0,5.08728883763743,3.6504151406496925,9.410297276876303,6.761256502983478,5.08728883763743,3.6504151406496925,8.816460640135487,4.6982654461883975,0,4.794537184071822,0,0,0,55.4546737473835,0,0,1,1,0,8,1,6,0,2,3,2,14,3,0
"WARFARIN","0.0",87.73180000000004,132.5520250911752,4,1,0,39,3,2,0,0,3.86185397401564,2.8145578316488793,7.367289200637053,5.517369609663823,3.86185397401564,2.8145578316488793,6.084896581778482,2.8788855581374135,0,14.318215515965875,0,0,0,42.46456947923127,0,0,0,3,1,6,2,8,1,4,1,2,10,3,1
"FLUPHENAZINE","1.0",113.59780000000003,178.8197071594187,4,1,0,56,2,2,0,0,6.820496722295123,5.153001693317486,10.267614864514579,7.662129442642926,5.690228343461198,4.076894871954747,9.176692848839785,4.771315334849235,11.761884949391115,18.277772537865165,0,13.171245143024459,0,23.894619086314336,0,3,0,1,0,11,0,6,1,4,5,0,12,4,2
"FURAZOLIDONE","0.0",51.01040000000001,89.23300491597993,8,0,1,23,1,0,0,0,1.8562787310412274,1.1264120874567507,4.39131907557438,2.9151925534903365,1.8562787310412274,1.1264120874567507,4.0076915521830045,1.996626866817675,0,18.87186212374289,0,10.110320049694256,0,0,0,0,2,3,2,4,3,2,0,3,2,1,6,0,0
"NAFCILLIN","0.0",110.96450000000002,171.94091976354719,7,2,2,51,2,2,0,0,6.96776400036252,5.7921896613467965,9.441784020755986,7.65791484337327,5.39623340551504,4.111237516181917,6.947102112180465,3.020918724334688,11.761884949391115,24.22700190085622,0,0,11.761884949391115,30.33183534230805,0,0,1,5,0,10,3,5,2,7,3,2,7,2,2
"ciclosporin","0.0",328.4446000000004,508.39454709884245,23,5,11,196,0,0,0,0,16.076565622203677,10.681299011251538,30.561842569458125,26.092602009282324,16.076565622203677,10.681299011251538,34.871505276546664,21.65558178074552,0,57.84643641963074,0,0,0,109.08436100933646,0,0,0,12,0,40,12,0,5,36,8,8,5,0,0
"NITISINONE","0.0",71.5122,126.92236573251841,6,1,0,33,1,1,1,1,3.379034399780974,2.273063725481878,6.482697620046905,4.910309960423963,3.379034399780974,2.273063725481878,5.822802345662759,3.2243846419354116,0,32.79015795482648,0,13.171245143024459,0,0,5.687386274683562,3,1,5,0,8,4,3,1,8,0,2,6,2,0
"METHIMAZOLE","0.0",30.597699999999996,46.79390536965459,2,1,0,13,1,0,0,0,1.2311304311395144,0.5187734853452592,2.005151896157176,1.3761331292432628,0.8252958597677552,0.3898740416562636,1.4995195518462698,0.7183972880486792,12.217873443046695,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,3,0,0
"paliperidone","1.0",113.51380000000005,179.03353084764746,7,1,0,58,3,1,0,0,6.770434872129037,4.976742477186201,11.064631058255014,8.722993143887884,6.770434872129037,4.976742477186201,8.163633643455372,3.784882514168512,0,14.020037379488874,0,0,0,5.156663257125445,5.559266895052008,1,0,2,1,7,1,8,1,4,2,0,13,4,2
"silodosin","0.0",127.23540000000006,202.55595273004408,7,3,1,67,2,2,0,0,5.702343116368692,4.222894040438638,11.638172708984838,8.587914887665582,5.702343116368692,4.222894040438638,12.12324432708085,7.760347353745652,0,32.54603562953709,0,13.171245143024459,0,18.19910120538483,5.907179729351506,3,2,4,0,20,1,6,3,7,10,2,8,2,1
"sitafloxacin","0.0",100.54070000000002,163.0259541543862,6,2,0,46,2,1,2,2,6.728464580930253,4.83724657886203,9.180876606704349,8.16989935567408,6.370451493479936,4.428064920675305,5.669078511594411,2.402371198183264,11.600939890232516,18.681894674262168,0,0,0,11.600939890232516,0,2,1,3,0,8,2,5,2,7,0,1,7,2,1
"venlafaxine","1.0",82.32380000000006,122.10754787623668,3,1,0,47,1,1,1,1,4.433918253019514,3.299414395931608,7.560706736348483,6.2522245832248435,4.433918253019514,3.299414395931608,6.59472130944262,3.52569093341468,0,9.843390348640755,0,0,0,31.395199005701247,0,0,1,2,0,9,0,3,1,4,2,2,9,2,0
"rufinamide","1.0",53.99990000000001,94.84620016357526,5,1,1,25,2,1,0,0,2.172900773990511,1.3339710587948148,4.70504266739433,3.3658248990412893,2.172900773990511,1.3339710587948148,4.282108828421316,2.272853135784854,0,13.575367279421462,0,0,5.098681808301038,11.279752164116477,5.907179729351506,2,1,1,0,6,1,5,1,4,1,1,6,1,0
"DANAZOL","0.0",96.35280000000004,149.4111683415793,3,1,0,52,1,0,3,4,8.665479099986472,7.13647503854675,9.759733317157627,9.394049305057948,8.665479099986472,7.13647503854675,4.796470926146428,1.7927603361670434,0,9.629622331814055,0,0,6.423349895620259,30.497676505431603,0,0,0,1,1,4,0,3,1,4,1,0,11,3,4
"Flibanserin","1.0",102.65570000000005,159.53550104232858,5,1,0,49,3,2,0,0,5.232353375861407,3.6788264840101292,9.23797531833228,6.975715948329369,5.232353375861407,3.6788264840101292,7.349388947110144,3.7743160964867304,0,13.171245143024459,0,13.171245143024459,0,18.19910120538483,0,3,0,1,0,8,1,8,1,4,2,0,13,3,1
"FLUNITRAZEPAM","1.0",83.41240000000003,130.5776240111515,6,0,1,35,2,2,0,0,3.6829403766022066,2.475524841608999,6.835060837418854,5.05599816719113,3.6829403766022066,2.475524841608999,5.600501732993522,2.565453566330496,0,14.108263280564312,0,0,0,12.13273413692322,5.687386274683562,1,1,3,0,5,2,7,0,5,0,1,9,2,1
"MILTEFOSINE","0.0",114.94070000000009,168.5788333582453,5,1,0,74,0,0,0,0,5.786586695110763,3.6905566227343485,11.19004816039805,8.745127912252245,4.768861194409019,2.943830207332485,16.973335377853036,22.22343306482547,7.822697123132171,22.988985068802062,0,0,0,90.39441829772878,0,0,1,4,0,25,1,0,1,6,19,0,0,0,0
"lurasidone","1.0",138.25199999999992,211.35134273691583,6,0,2,71,2,1,3,3,10.842198143447682,9.020364284900149,13.840760604055282,11.766472469271505,10.025281984961701,8.224627376433999,8.839709181325802,3.721805068685253,11.532486611566675,9.589074368143644,0,4.3735399814164495,0,24.974377382775238,0,0,0,2,0,5,2,5,0,2,2,0,17,3,4
"perampanel","1.0",105.421,156.17099708208644,4,0,0,42,4,2,0,0,4.3499424886078755,3.0444035328638317,8.507683525818008,6.025523041398362,4.3499424886078755,3.0444035328638317,7.105352337468019,3.1429186603891663,0,0,5.261891554738487,5.261891554738487,0,42.46456947923127,5.559266895052007,0,1,1,0,4,1,12,0,2,1,0,16,4,0
"Prempro","0.0",106.43500000000006,168.01810354228854,4,0,0,62,0,0,3,4,9.285030716961563,8.046195645461692,11.00522005921856,10.468711949682657,9.285030716961563,8.046195645461692,6.272007655173047,2.4498417061726503,0,19.120474506015512,0,0,0,26.344316129141138,0,0,0,4,0,8,3,1,0,8,1,2,8,3,3
